file_path;sentence;hf_transcription;hf_time;ass_transcription;ass_time;spm_transcription;spm_time;el_transcription;el_time;hf_WER;ass_WER;el_WER;spm_WER;hf_time_binned;el_time_binned;ass_time_binned;spm_time_binned
mp3_batch_0/common_voice_pl_24005493.mp3;ostatnie słowa wymówił syczącym szeptem i ze złośliwym uśmiechem;ostatnie słowa wymówił syczącym szeptem i ze złośliwym uśmiechem;0.8490923840000733;ostatnie słowa wymówił syczącym szeptem i ze złośliwym uśmiechem;3.4607213100000536;ostatnie słowa wymówił syczącym szeptem i ze złośliwym uśmiechem;10.561414419999892;ostatnie słowa wymówił syczącym szeptem i ze złośliwym uśmiechem;1.1751419470001565;0.0;0.0;0.0;0.0;0;1;3;>5
mp3_batch_0/common_voice_pl_20605240.mp3;gdzież tu powód do wyrzutów;dzias to powód do wyżytów;0.7840480360000583;nie ciężko to powód dla wyżytów;3.4530903670001862;gdzież tu powód do wyrzutów;10.567246817000523;wciąż to powód do wyżywki;0.6510265260001233;0.6;1.0;0.6;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605185.mp3;lubię go;lubią go;0.7096988069999952;lubią go;3.4458000259999157;lubię go;15.505862756999704;lubię go;0.46063200399999;0.5;0.5;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20633386.mp3;to mi nie pomaga;to mi nie pomaga;0.7303878600000644;to mi nie pomaga;3.3896902989999944;to mi nie pomaga;10.470720917000108;to mi nie pomaga;0.4146676390000721;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603604.mp3;wciąż ludzie wysiadają przed zamkiem z miasta z pragi;wciąż ludzie wysiadają przed zamkiem z miasta z pragi;0.8081744930000241;wciąż ludzie wysiadają przed zamkiem z miasta z pragi;3.559233607999886;wciąż ludzie wysiadają przed zamkiem z miasta z pragi;10.878718901999491;wciąż ludzie wysiadają przed zamkiem z miasta z pragi;0.7555092430000059;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20774047.mp3;ale on wcale inaczej nie myślał;oni stoi wytężynie;0.7508607550000761;cześć;3.450141742999904;chcemy pokazywać;16.39369702699969;bąk bąk co ty gadasz emilia;1.0880177670001103;1.0;1.0;1.0;1.0;0;1;3;>5
mp3_batch_0/common_voice_pl_39880035.mp3;kiedy studiowałem prawo europejskie zakres uprawnień w zakresie współdecydowania był zupełnie inny niż dziś;kiedy studiowałem prawo europejskie z zakresu prawnień w zakresie współdecydowania był zupełnie inny niż dziś;0.9001671900000474;kiedy studiowałem prawo europejskie w zakresie uprawnień w zakresie współdecydowania był zupełnie inny niż dziś;3.515712173000111;kiedy studiowałem prawo europejskie z zakresu uprawnień w zakresie współdecydowania był zupełnie inny niż dziś;10.458864813999751;kiedy studiowałem prawo europejskie z zakresu uprawnień w zakresie współdecydowania był zupełnie inny niż dziś;1.159649360000003;0.21428571428571427;0.14285714285714285;0.14285714285714285;0.14285714285714285;0;1;3;>5
mp3_batch_0/common_voice_pl_20603955.mp3;a ten przyrząd do czego służy;a ten przyrząd do czego służy;0.7478044009999394;a ten przyrząd do czego służy;3.606368498999928;a ten przyrząd do czego służy;10.918335678999938;a ten przyrząd do czego służy;0.8279518710000957;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_28085422.mp3;niemniej jednak wymiana handlowa z chinami istnieje a nawet się rozwija;niemniej jednak wymiana handlowa z chinami istnieje a nawet się rozwija;0.8245385319999059;niemniej jednak wymiana handlowa z chinami istnieje a nawet się rozwija;3.493087758000001;niemniej jednak wymiana handlowa z chinami istnieje a nawet się rozwija;10.482551321000756;niemniej jednak wymiana handlowa z chinami istnieje a nawet się rozwija;0.8119262319999052;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603513.mp3;na jutrzejszym kolokwium będzie pięć pytań otwartych i test wielokrotnego wyboru;na jutrzejszym kolokwium będzie pięć pytań otwartych i test wielokrotnego wyboru;0.8519652239999687;na jutrzejszym kolokwium będzie 5 pytań otwartych i test wielokrotnego wyboru;3.45423907999998;na jutrzejszym kolokwium będzie pięć pytań otwartych i test wielokrotnego wyboru;10.87890736999998;na jutrzejszym kolokwium będzie pięć pytań otwartych i test wielokrotnego wyboru;2.212316830999953;0.0;0.09090909090909091;0.0;0.0;0;2;3;>5
mp3_batch_0/common_voice_pl_20606017.mp3;polata jak one na skrzydłach;polata jak one na skrzydłach;0.7405901869999525;polata jak one na skrzydłach;3.4805919409998296;polata jak one na skrzydłach;15.337424819999796;polata jak one na skrzydłach;0.6167635160002192;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605486.mp3;co to za człowiek;co to za człowiek;0.7073464709999371;co to za człowiek;3.454824393000081;co to za człowiek;10.27251626099951;co to za człowiek;0.6337622710000232;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20606536.mp3;zycie przechodzi nam ponad głowami;życie przechodzi nam ponad głowami;0.7464925660001427;życie przechodzi nam ponad głowami;3.4108499980000038;życie przechodzi nam ponad głowami;10.304827386000396;życie przechodzi nam ponad głowami;1.0316149589998531;0.2;0.2;0.2;0.2;0;1;3;>5
mp3_batch_0/common_voice_pl_20603751.mp3;miała ona lat dziewięćdziesiąt jeden to znaczy trzynaście razy po siedem;miała ona lat 91 to znaczy 13 razy po 7;0.7693071940000209;miała ona lat 91 to znaczy 13 razy po 7;3.48693827399984;naprawdę miała ona lat 91 to znaczy 13 razy po 7;15.297858732999885;miała ona lat dziewięćdziesiąt jeden to znaczy trzynaście razy po siedem;0.9210750019999524;0.36363636363636365;0.36363636363636365;0.0;0.45454545454545453;0;0;3;>5
mp3_batch_0/common_voice_pl_20622503.mp3;klęknę;klęknę;0.7011493049999444;klęknę;3.3827947699999186;uklęknę;15.303389911000522;klęknę;0.5157448390000354;0.0;0.0;0.0;1.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605914.mp3;niestety stosunki meksykańskie utrudniają bardzo dostanie prawdziwego preparatu;niestety stosunki meksykańskie utrudniają bardzo dostanie prawdziwego preparatu;0.8410095199999432;niestety stosunki meksykańskie utrudniają bardzo dostanie prawdziwego preparatu;3.517477661000157;niestety stosunki meksykańskie utrudniają bardzo dostanie prawdziwego preparatu;10.304749099999754;niestety stosunki meksykańskie utrudniają bardzo dostanie prawdziwego preparatu;0.9375084490000064;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20615742.mp3;chcę stąd iść  powiedziała ewa;chcesz tam ty iść powiedziała ewa;0.7824149370001123;chcę stąd iść powiedziała ewa;3.522179986999845;chcę stąd iść powiedziała ewa;10.34000980699966;chcę stąd iść  powiedziała ewa;0.5282419049999589;0.6;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605372.mp3;wyglądał jak zawsze;wyglądał jak zawsze;15.192737882000074;wyglądał jak zawsze;4.136312607000036;wyglądał jak zawsze;10.744012774999646;wyglądał jak zawsze;0.5049549969999134;0.0;0.0;0.0;0.0;>5;0;4;>5
mp3_batch_0/common_voice_pl_24865959.mp3;czy dobrze słyszę;czy dobrze słyszę;1.9530575290000345;czy dobrze słyszę;3.4858954899999617;czy dobrze słyszę;10.331367736000177;czy dobrze słyszę;0.5560591830001158;0.0;0.0;0.0;0.0;1;0;3;>5
mp3_batch_0/common_voice_pl_20605612.mp3;chodź  zawołał do ewy;chodź zawołał do ewy;0.7204890330000353;chodź zawołał do ewy;3.454949706000093;chodź zawołał do ewy;10.249004012000114;chodź zawołał do ewy;0.5515861619999214;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605990.mp3;zgadzam się na to że jesteśmy pokraczni  rzekł tymczasem zatrwożony nieco podlasiak;zgadzam się na to że jesteśmy pokraczni rzekł tymczasem zatrwożony nieco podlasiak;0.8544894059999706;zgadzam się na to że jesteśmy po kraczni rzekł tymczasem zatrwożony nieco podlasiak;3.5230275820000543;zgadzam się na to że jesteśmy pokraczni rzekł tymczasem zatrwożony nieco podlasiak;10.27563565499986;zgadzam się na to że jesteśmy pokraczni rzekł tymczasem zatrwożony nieco podlasiak;0.942448364000029;0.0;0.16666666666666666;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20604060.mp3;lekarz zasępił się;lekarz zastępił się;0.7132605189999595;lekarz zasępił się;3.489637175999974;lekarz zasępił się;10.259763312999894;lekarz zasępił się;0.6200270909998835;0.3333333333333333;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605972.mp3;wtedy właśnie zaprzyjaźniła się z kuzynką joanną starszą o siedem lat;wtedy właśnie zaprzyjaźniła się z kuzynką joanną starszą o 7 lat;0.8046335050000835;wtedy właśnie zaprzyjaźniła się z kuzynką joanną starszą o 7 lat;3.528091787999984;wtedy właśnie zaprzyjaźniła się z kuzynką joanną starszą o siedem lat;10.28076096299992;wtedy właśnie zaprzyjaźniła się z kuzynką joanną starszą o siedem lat;12.615391159999945;0.09090909090909091;0.09090909090909091;0.0;0.0;0;>5;3;>5
mp3_batch_0/common_voice_pl_20605275.mp3;chyba poszli grać w piłkę;chyba płośli grać w piłkę;0.7320358179999857;chyba polski grać w piłkę;3.53930453199996;chyba poszli grać w piłkę;10.261875334999786;chyba poszli grać w piłkę;0.7490616850000151;0.2;0.2;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20608959.mp3;duszno  pochwyciła pośpiesznie dziwożona;duszno pochwyciła pospiesznie dziwna żona;0.7783780040000465;duszno pochwyciła pospiesznie jego żona;3.5407549249999875;duszno pochwyciła pośpiesznie dziwożony;10.265028789000098;duszno pochwyciła pośpiesznie zdziwożona;0.6622614210000393;0.75;0.75;0.25;0.25;0;0;3;>5
mp3_batch_0/common_voice_pl_20603976.mp3;czy naprawdę jestem nieśmiertelna;czy naprawdę jestem nieśmiertelna;0.7204610210000055;czy naprawdę jestem nieśmiertelna;3.4646887469999683;czy naprawdę jestem nieśmiertelna;10.256277580000642;czy naprawdę jestem nieśmiertelna;0.8096999370000049;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605913.mp3;ale w głębi ducha postanowiłem zrezygnować z tego zaszczytu;ale w głębi ducha postanowiłem zrezygnować z tego zaszczytu;0.8213164080000297;ale w głębi ducha postanowiłem zrezygnować z tego zaszczytu;3.4475384700000404;ale w głębi ducha postanowiłem zrezygnować z tego zaszczytu;20.35780356500072;ale w głębi ducha postanowiłem zrezygnować z tego zaszczytu;0.8858621290000883;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605927.mp3;kasia stała przy mamie a mama ją czesała;kasia stała przy mamie a mama ją czesała;0.7611554419999038;kasia stała przy mamie a mama ją czesała;3.548041405000049;kasia stała przy mamie a mama ją czesała;15.747492710000188;kasia stała przy mamie a mama ją czesała;0.6112040369998795;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603514.mp3;wysiedliśmy i przekroczywszy bramę opactwa oo franciszkanów weszliśmy w krużganek;wysiedliśmy i przekroczywszy bramę opactwa ojców franciszkanów weszliśmy w krużganek;0.8596631619999471;wysiedliśmy i przekroczywszy bramę opactwa ojców franciszkanów weszliśmy w króżganek;3.439544178999995;wysiedliśmy i przekroczywszy bramę opactwa ojców franciszkanów weszliśmy w krużganek;10.280541814000571;wysiedliśmy i przekroczywszy bramę opactwa ojców franciszkanów weszliśmy w krużganek;1.0009539889999814;0.1;0.2;0.1;0.1;0;1;3;>5
mp3_batch_0/common_voice_pl_20604043.mp3;dziwożona łasa jest na miód i pszczołom go stale wyjada;dziwo żona łasa jest na miód i pszczołom go stale wyjada;0.8146040469999889;dziwożona łasa jest na miód i pszczołom go stale wyjada;3.480296429999953;dziwożona łasa jest na miód i pszczołom go stale wyjada;15.452481440000156;dziwożona łasa jest na miód i pszczołom go stale wyjada;0.8000176340001417;0.2;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603522.mp3;wszystkie inne maszynki które wypróbowałem są wobec niego niczym;wszystkie inne maszynki które wypróbowałem są wobec niego niczym;0.8157110449999436;wszystkie inne maszynki które wypróbowałem są wobec niego niczym;3.518874162999964;wszystkie inne maszynki które wypróbowałem są wobec niego niczym;10.300559457999952;wszystkie inne maszynki które wypróbowałem są wobec niego niczym;0.8512600750000274;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20626235.mp3;nie kupuj kota w worku;nie kupu kata warku;0.7269583399998965;nie kupuj katowaru;3.613056376000032;nie kupuj kota w worku;10.293272970000544;nie kupuj kota w worku;12.441226188999964;0.8;0.6;0.0;0.0;0;>5;3;>5
mp3_batch_0/common_voice_pl_20603527.mp3;obrażała się dziesięć razy na dzień;oberżała się dziesięć razy na dzień;0.757091045000152;obrżała się dziesięć razy na dzień;3.4525981369999954;obrażała się dziesięć razy na dzień;10.308968995000214;obrażała się dziesięć razy na dzień;0.7069646939999075;0.16666666666666666;0.16666666666666666;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20667391.mp3;zawahali się chwilę i potem poszli dalej zostawiając głębokie ślady;zawahali się chwilę i potem poszli dalej zostawiając głębokie ślady;0.8357933940001203;zawahali się chwilę i potem poszli dalej zostawiając głębokie ślady;3.5708795439998084;zawahali się chwilę i potem poszli dalej zostawiając głębokie ślady;20.33476893599982;zawahali się chwilę i potem poszli dalej zostawiając głębokie ślady;0.7996952099999817;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605281.mp3;to jest na miarę lat siedemdziesiątych;to jest na miarę lat siedemdziesiątych;0.7745109800000591;to jest na miarę lat 70;3.650247861000025;to jest na miarę lat 70;15.53973823999968;to jest na miarę lat siedemdziesiątych;0.553696046999903;0.0;0.16666666666666666;0.0;0.16666666666666666;0;0;3;>5
mp3_batch_0/common_voice_pl_20603628.mp3;po prostu to nie było ważne;po prostu to nie było ważne;0.7146214389999841;po prostu to nie było ważne;3.46856359100002;po prostu to nie było ważne;15.27641708200008;po prostu to nie było ważne;0.5589448509999784;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20806604.mp3;do marysi  profesora chyba nie ma w sylwestra;do marysi profesora chyba nie ma w sylwestra;0.7980987579999237;do marysi profesora chyba nie ma w sylwestra;3.516020597000079;do marysi profesora chyba nie ma w sylwestra;10.26580726499924;do marysi profesora chyba nie ma w sylwestra;0.7122140179999406;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_22628276.mp3;osiem;ośm;0.6926395670000147;osiem;3.4644439860001057;8;10.263147319000382;osiem;0.5965713670000241;1.0;0.0;0.0;1.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603987.mp3;ty to rozumiesz przyjacielu „mostowy” i zrobisz jak ja proszę;ty to rozumiesz przyjacielu mostowych i zrobisz jak ja proszę;0.7834281289999581;ty to rozumiesz przyjacielu mostowy i zrobisz jak ja proszę;3.4434837719998086;ty to rozumiesz przyjacielu mostowy i zrobisz jak ja proszę;10.73150432700004;ty to rozumiesz przyjacielu mostowy i zrobisz jak ja proszę;0.6723860590000186;0.1;0.1;0.1;0.1;0;0;3;>5
mp3_batch_0/common_voice_pl_20625652.mp3;lepiej sprawdź to w słowniku;lepiej sprawdź to w słowniku;0.7466860780000388;lepiej sprawdź to w słowniku;3.504870152000194;lepiej sprawdź to w słowniku;15.285927123000874;lepiej sprawdź to w słowniku;0.7613094779999301;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605456.mp3;ona która go zrozumiała zbyt wąsko  ooo tak;ona która go zrozumiała zbyt wąsko o tak;0.7981478479998714;ona która go zrozumiała zbyt wąsko o tak;3.5782668940000804;ona która go zrozumiała zbyt wąsko ooo tak;10.266021779000766;ona która go zrozumiała zbyt wąsko ooo tak;0.6597789420000026;0.125;0.125;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605237.mp3;podlasiak nie zaprzeczył;podlasiak nie zaprzeczył;0.7261895970000296;podlasiak nie zaprzeczył;3.460080457999993;podlasiak nie zaprzeczył;10.25847650600008;podlasiak nie zaprzeczył;0.7952880660000119;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605910.mp3;jednoręki przybiegł pośpiesznie jakby się bał karygodnego w danym razie opóźnienia;jedno ręki przybiegł pospiesznie jakby się bał karygodnego w danym razie opóźnienia;0.8837310879998768;jednoręki przybiegł pospiesznie jakby się bał karygodnego w danym razie opóźnienia;3.7338792880000256;jednoręki przybiegł pośpiesznie jakby się bał karygodnego w danym razie opóźnienia;25.451803767000456;jednoręki przybiegł pospiesznie jakby się bał karygodnego w danym razie opóźnienia;1.3584667800000716;0.2727272727272727;0.09090909090909091;0.09090909090909091;0.0;0;1;3;>5
mp3_batch_0/common_voice_pl_20604512.mp3;wyciągnięta odruchem ręka chciała wstrzymać wroga lecz spętana opadła z powrotem;wyciągnięta odruchem ręka chciała wstrzymać wroga lecz spętana opadła z powrotem;0.87971001599999;wyciągnięta odruchem ręka chciała wstrzymać wroga lecz spętana opadła z powrotem;3.531337648999852;wyciągnięta odruchem ręka chciała wstrzymać wroga lecz spętana opadła z powrotem;10.262523495000096;wyciągnięta odruchem ręka chciała wstrzymać wroga lecz spętana opadła z powrotem;0.9165901690000736;0.0;0.0;0.0;0.0;0;0;3;>5
